mol_idx,top_score,uq,error,frequency,tier
0,0.8257967,0.17420328,0,74,3) common (21-100)
1,0.06693757,0.93306243,0,0,1) very rare (1-5)
2,0.8668625,0.13313752,0,74,3) common (21-100)
3,0.43097094,0.5690291,1,0,1) very rare (1-5)
4,0.10440886,0.89559114,1,0,1) very rare (1-5)
5,0.31944498,0.680555,0,7,2) rare (6-20)
6,0.30535248,0.69464755,0,2,1) very rare (1-5)
7,0.88778627,0.11221373,0,23,3) common (21-100)
8,0.58510494,0.41489506,1,4,1) very rare (1-5)
9,0.07080035,0.92919964,1,0,1) very rare (1-5)
10,0.023882266,0.97611773,1,0,1) very rare (1-5)
11,0.64897907,0.35102093,0,3,1) very rare (1-5)
12,0.04693011,0.95306987,1,0,1) very rare (1-5)
13,0.6209711,0.37902892,1,0,1) very rare (1-5)
14,0.85779166,0.14220834,0,1,1) very rare (1-5)
15,0.13783336,0.86216664,1,6,2) rare (6-20)
16,0.7200214,0.27997857,0,5,1) very rare (1-5)
17,0.96256834,0.037431657,0,74,3) common (21-100)
18,0.8407343,0.1592657,1,2,1) very rare (1-5)
19,0.7319499,0.26805007,0,3,1) very rare (1-5)
20,0.062187932,0.9378121,1,0,1) very rare (1-5)
21,0.8509056,0.1490944,0,74,3) common (21-100)
22,0.11529982,0.8847002,1,0,1) very rare (1-5)
23,0.84584266,0.15415734,1,14,2) rare (6-20)
24,0.8053218,0.19467819,0,108,4) very common (100+)
25,0.6118681,0.38813192,0,145,4) very common (100+)
26,0.28564018,0.7143598,1,7,2) rare (6-20)
27,0.12819697,0.87180305,1,20,2) rare (6-20)
28,0.37558037,0.6244196,0,10,2) rare (6-20)
29,0.3139362,0.68606377,1,0,1) very rare (1-5)
30,0.36492455,0.63507545,0,7,2) rare (6-20)
31,0.903904,0.09609598,1,43,3) common (21-100)
32,0.1470282,0.8529718,1,1,1) very rare (1-5)
33,0.38464126,0.6153587,0,6,2) rare (6-20)
34,0.12925133,0.87074864,1,31,3) common (21-100)
35,0.10407656,0.89592344,1,0,1) very rare (1-5)
36,0.10908636,0.89091367,1,0,1) very rare (1-5)
37,0.6151385,0.38486153,1,3,1) very rare (1-5)
38,0.1658493,0.8341507,1,2,1) very rare (1-5)
39,0.5226073,0.47739267,0,84,3) common (21-100)
40,0.17712393,0.8228761,1,0,1) very rare (1-5)
41,0.13257924,0.8674208,1,0,1) very rare (1-5)
42,0.13814351,0.86185646,1,2,1) very rare (1-5)
43,0.4003893,0.5996107,0,3,1) very rare (1-5)
44,0.0268224,0.9731776,0,1,1) very rare (1-5)
45,0.66252565,0.33747435,1,0,1) very rare (1-5)
46,0.674642,0.32535797,0,36,3) common (21-100)
47,0.14620768,0.8537923,1,3,1) very rare (1-5)
48,0.0655664,0.9344336,1,1,1) very rare (1-5)
49,0.071517214,0.9284828,1,0,1) very rare (1-5)
50,0.11020204,0.889798,0,8,2) rare (6-20)
51,0.9129452,0.08705479,1,2,1) very rare (1-5)
52,0.82255536,0.17744464,1,5,1) very rare (1-5)
53,0.4727798,0.5272202,1,44,3) common (21-100)
54,0.117991745,0.88200825,1,0,1) very rare (1-5)
55,0.21777876,0.78222126,1,3,1) very rare (1-5)
56,0.70521784,0.29478216,1,1,1) very rare (1-5)
57,0.5156135,0.4843865,0,274,4) very common (100+)
58,0.07520195,0.9247981,1,14,2) rare (6-20)
59,0.7039694,0.29603058,1,2,1) very rare (1-5)
60,0.33601063,0.66398937,0,1,1) very rare (1-5)
61,0.38388547,0.6161145,1,2,1) very rare (1-5)
62,0.51555175,0.48444825,1,123,4) very common (100+)
63,0.10477149,0.8952285,1,1,1) very rare (1-5)
64,0.7064896,0.29351038,1,30,3) common (21-100)
65,0.9702505,0.029749513,0,15,2) rare (6-20)
66,0.5599739,0.4400261,0,6,2) rare (6-20)
67,0.43991712,0.5600829,0,13,2) rare (6-20)
68,0.9967439,0.0032560825,0,274,4) very common (100+)
69,0.57315,0.42685002,1,0,1) very rare (1-5)
70,0.36066207,0.6393379,0,5,1) very rare (1-5)
71,0.3307471,0.6692529,1,14,2) rare (6-20)
72,0.14297456,0.85702544,1,2,1) very rare (1-5)
73,0.3780403,0.6219597,1,142,4) very common (100+)
74,0.1057943,0.8942057,1,0,1) very rare (1-5)
75,0.43120378,0.5687962,1,81,3) common (21-100)
76,0.2671655,0.73283446,1,30,3) common (21-100)
77,0.35634208,0.6436579,1,4,1) very rare (1-5)
78,0.16641583,0.8335842,1,2,1) very rare (1-5)
79,0.6216886,0.3783114,1,1070,4) very common (100+)
80,0.34160605,0.658394,1,1,1) very rare (1-5)
81,0.1036248,0.8963752,1,0,1) very rare (1-5)
82,0.04755764,0.95244235,1,3,1) very rare (1-5)
83,0.9272219,0.072778106,1,1290,4) very common (100+)
84,0.14010051,0.8598995,1,1,1) very rare (1-5)
85,0.7795778,0.22042221,1,19,2) rare (6-20)
86,0.5255152,0.4744848,1,75,3) common (21-100)
87,0.019892335,0.98010767,1,24,3) common (21-100)
88,0.054644503,0.9453555,1,0,1) very rare (1-5)
89,0.40315363,0.59684634,0,106,4) very common (100+)
90,0.8005869,0.19941312,0,81,3) common (21-100)
91,0.3758562,0.62414384,0,2,1) very rare (1-5)
92,0.51419926,0.48580074,1,6,2) rare (6-20)
93,0.7808331,0.21916687,1,146,4) very common (100+)
94,0.83749425,0.16250575,1,3,1) very rare (1-5)
95,0.8848098,0.11519021,0,1290,4) very common (100+)
96,0.1876063,0.81239367,1,26,3) common (21-100)
97,0.10816056,0.89183944,1,15,2) rare (6-20)
98,0.2731123,0.7268877,1,107,4) very common (100+)
99,0.907117,0.09288299,1,1070,4) very common (100+)
100,0.36285844,0.6371416,0,96,3) common (21-100)
101,0.30880985,0.6911901,1,1,1) very rare (1-5)
102,0.48802483,0.51197517,0,118,4) very common (100+)
103,0.3955976,0.6044024,0,0,1) very rare (1-5)
104,0.83360004,0.16639996,1,54,3) common (21-100)
105,0.89588964,0.10411036,0,1290,4) very common (100+)
106,0.9993741,0.0006259084,0,89,3) common (21-100)
107,0.08429339,0.91570663,1,20,2) rare (6-20)
108,0.9016446,0.09835541,0,66,3) common (21-100)
109,0.21807806,0.7819219,1,9,2) rare (6-20)
110,0.95385575,0.046144247,1,89,3) common (21-100)
111,0.32051206,0.67948794,1,16,2) rare (6-20)
112,0.049817912,0.9501821,1,0,1) very rare (1-5)
113,0.6121451,0.38785487,0,43,3) common (21-100)
114,0.30943674,0.69056326,1,111,4) very common (100+)
115,0.9070008,0.09299922,0,145,4) very common (100+)
116,0.035265744,0.96473426,1,1,1) very rare (1-5)
117,0.9502126,0.049787402,0,70,3) common (21-100)
118,0.9022966,0.0977034,0,94,3) common (21-100)
119,0.6934257,0.30657429,0,123,4) very common (100+)
120,0.2616267,0.7383733,0,33,3) common (21-100)
121,0.6783237,0.3216763,1,0,1) very rare (1-5)
122,0.7181147,0.28188533,1,0,1) very rare (1-5)
123,0.9254939,0.074506104,0,700,4) very common (100+)
124,0.38858804,0.6114119,1,37,3) common (21-100)
125,0.69589853,0.30410147,0,52,3) common (21-100)
126,0.11346761,0.88653237,1,0,1) very rare (1-5)
127,0.11443246,0.88556755,1,2,1) very rare (1-5)
128,0.08115189,0.9188481,1,0,1) very rare (1-5)
129,0.49873453,0.50126547,0,106,4) very common (100+)
130,0.80720246,0.19279754,1,11,2) rare (6-20)
131,0.15015857,0.8498414,0,2,1) very rare (1-5)
132,0.768698,0.23130202,0,6,2) rare (6-20)
133,0.58779794,0.41220206,0,1,1) very rare (1-5)
134,0.9934297,0.0065702796,0,274,4) very common (100+)
135,0.18459745,0.81540257,1,0,1) very rare (1-5)
136,0.9325398,0.06746018,0,78,3) common (21-100)
137,0.59445226,0.40554774,1,0,1) very rare (1-5)
138,0.57640034,0.42359966,0,1290,4) very common (100+)
139,0.7281886,0.27181143,1,1070,4) very common (100+)
140,0.98743546,0.01256454,0,343,4) very common (100+)
141,0.9118722,0.08812779,0,74,3) common (21-100)
142,0.5379809,0.4620191,0,66,3) common (21-100)
143,0.15111691,0.8488831,1,2,1) very rare (1-5)
144,0.30558136,0.69441867,1,13,2) rare (6-20)
145,0.4155555,0.5844445,0,5,1) very rare (1-5)
