mol_idx,top_score,uq,error,frequency,tier
0,0.61492884,0.38507116,0,74,3) common (21-100)
1,0.12144463,0.87855536,0,0,1) very rare (1-5)
2,0.8183947,0.18160528,0,74,3) common (21-100)
3,0.2530692,0.74693084,1,0,1) very rare (1-5)
4,0.036005627,0.9639944,1,0,1) very rare (1-5)
5,0.51996124,0.48003876,0,7,2) rare (6-20)
6,0.5679062,0.4320938,0,2,1) very rare (1-5)
7,0.78755057,0.21244943,0,23,3) common (21-100)
8,0.40356535,0.59643465,1,4,1) very rare (1-5)
9,0.07895013,0.9210499,1,0,1) very rare (1-5)
10,0.06553696,0.934463,1,0,1) very rare (1-5)
11,0.6628748,0.33712518,0,3,1) very rare (1-5)
12,0.05907983,0.9409202,1,0,1) very rare (1-5)
13,0.47011986,0.52988017,1,0,1) very rare (1-5)
14,0.87946326,0.120536745,0,1,1) very rare (1-5)
15,0.5585686,0.4414314,1,6,2) rare (6-20)
16,0.5436198,0.4563802,0,5,1) very rare (1-5)
17,0.9276619,0.072338104,0,74,3) common (21-100)
18,0.92781866,0.072181344,1,2,1) very rare (1-5)
19,0.763525,0.23647499,0,3,1) very rare (1-5)
20,0.08961734,0.9103826,1,0,1) very rare (1-5)
21,0.81793183,0.18206817,0,74,3) common (21-100)
22,0.20643008,0.7935699,1,0,1) very rare (1-5)
23,0.6285445,0.3714555,1,14,2) rare (6-20)
24,0.72617966,0.27382034,0,108,4) very common (100+)
25,0.4486983,0.5513017,1,145,4) very common (100+)
26,0.20933992,0.7906601,1,7,2) rare (6-20)
27,0.10433798,0.895662,1,20,2) rare (6-20)
28,0.3576038,0.6423962,0,10,2) rare (6-20)
29,0.303593,0.69640696,1,0,1) very rare (1-5)
30,0.5322602,0.46773982,0,7,2) rare (6-20)
31,0.8671214,0.1328786,1,43,3) common (21-100)
32,0.226004,0.773996,0,1,1) very rare (1-5)
33,0.6540702,0.3459298,0,6,2) rare (6-20)
34,0.1263612,0.8736388,1,31,3) common (21-100)
35,0.19097176,0.80902827,1,0,1) very rare (1-5)
36,0.1345549,0.86544514,1,0,1) very rare (1-5)
37,0.64719194,0.35280806,1,3,1) very rare (1-5)
38,0.136257,0.863743,1,2,1) very rare (1-5)
39,0.30347225,0.6965277,1,84,3) common (21-100)
40,0.18874532,0.8112547,1,0,1) very rare (1-5)
41,0.08891317,0.9110868,1,0,1) very rare (1-5)
42,0.2430889,0.7569111,1,2,1) very rare (1-5)
43,0.43023834,0.56976163,0,3,1) very rare (1-5)
44,0.051549356,0.9484506,1,1,1) very rare (1-5)
45,0.7096392,0.2903608,1,0,1) very rare (1-5)
46,0.9166591,0.08334088,0,36,3) common (21-100)
47,0.19673201,0.80326796,1,3,1) very rare (1-5)
48,0.035016786,0.9649832,1,1,1) very rare (1-5)
49,0.13220644,0.86779356,1,0,1) very rare (1-5)
50,0.17325564,0.8267444,1,8,2) rare (6-20)
51,0.87328166,0.12671834,1,2,1) very rare (1-5)
52,0.9011495,0.09885049,1,5,1) very rare (1-5)
53,0.28205624,0.7179438,1,44,3) common (21-100)
54,0.13695425,0.86304575,1,0,1) very rare (1-5)
55,0.14476304,0.85523695,1,3,1) very rare (1-5)
56,0.6690364,0.3309636,1,1,1) very rare (1-5)
57,0.37612864,0.6238713,0,274,4) very common (100+)
58,0.047504548,0.95249546,1,14,2) rare (6-20)
59,0.6117794,0.3882206,1,2,1) very rare (1-5)
60,0.40385506,0.5961449,0,1,1) very rare (1-5)
61,0.42707992,0.5729201,1,2,1) very rare (1-5)
62,0.4207353,0.5792647,1,123,4) very common (100+)
63,0.09110173,0.9088983,1,1,1) very rare (1-5)
64,0.7827815,0.21721852,1,30,3) common (21-100)
65,0.9283187,0.07168132,0,15,2) rare (6-20)
66,0.80297995,0.19702005,0,6,2) rare (6-20)
67,0.52219224,0.47780776,0,13,2) rare (6-20)
68,0.9943408,0.0056592226,0,274,4) very common (100+)
69,0.11336003,0.88663995,1,0,1) very rare (1-5)
70,0.6930362,0.3069638,0,5,1) very rare (1-5)
71,0.30358014,0.69641984,0,14,2) rare (6-20)
72,0.05306481,0.9469352,1,2,1) very rare (1-5)
73,0.31734532,0.6826547,1,142,4) very common (100+)
74,0.07130234,0.92869765,1,0,1) very rare (1-5)
75,0.20329757,0.79670244,1,81,3) common (21-100)
76,0.5910582,0.4089418,1,30,3) common (21-100)
77,0.27133706,0.72866297,1,4,1) very rare (1-5)
78,0.20098364,0.79901636,1,2,1) very rare (1-5)
79,0.33683792,0.6631621,1,1070,4) very common (100+)
80,0.41614476,0.5838553,1,1,1) very rare (1-5)
81,0.27629846,0.72370154,1,0,1) very rare (1-5)
82,0.11479461,0.8852054,1,3,1) very rare (1-5)
83,0.92345,0.07655001,1,1290,4) very common (100+)
84,0.07346492,0.92653507,1,1,1) very rare (1-5)
85,0.57301944,0.42698056,1,19,2) rare (6-20)
86,0.30988604,0.69011396,0,75,3) common (21-100)
87,0.013215148,0.9867849,1,24,3) common (21-100)
88,0.17955953,0.8204405,1,0,1) very rare (1-5)
89,0.2642548,0.7357452,0,106,4) very common (100+)
90,0.6747208,0.32527918,0,81,3) common (21-100)
91,0.3828399,0.6171601,0,2,1) very rare (1-5)
92,0.32145345,0.67854655,1,6,2) rare (6-20)
93,0.79870784,0.20129216,1,146,4) very common (100+)
94,0.5617964,0.43820357,1,3,1) very rare (1-5)
95,0.9357169,0.06428307,0,1290,4) very common (100+)
96,0.12609008,0.87390995,1,26,3) common (21-100)
97,0.11077828,0.8892217,1,15,2) rare (6-20)
98,0.25154376,0.74845624,1,107,4) very common (100+)
99,0.784182,0.21581799,1,1070,4) very common (100+)
100,0.3096614,0.6903386,0,96,3) common (21-100)
101,0.17739202,0.822608,1,1,1) very rare (1-5)
102,0.6207963,0.37920368,0,118,4) very common (100+)
103,0.46844015,0.5315598,0,0,1) very rare (1-5)
104,0.5960982,0.40390182,1,54,3) common (21-100)
105,0.8817171,0.118282914,0,1290,4) very common (100+)
106,0.9983846,0.0016154051,0,89,3) common (21-100)
107,0.21669233,0.7833077,1,20,2) rare (6-20)
108,0.8029616,0.19703841,0,66,3) common (21-100)
109,0.27845523,0.72154474,1,9,2) rare (6-20)
110,0.9768082,0.02319181,1,89,3) common (21-100)
111,0.25011405,0.7498859,1,16,2) rare (6-20)
112,0.053672988,0.94632703,1,0,1) very rare (1-5)
113,0.5433193,0.45668072,0,43,3) common (21-100)
114,0.16824737,0.83175266,1,111,4) very common (100+)
115,0.8064766,0.1935234,0,145,4) very common (100+)
116,0.021815076,0.97818494,1,1,1) very rare (1-5)
117,0.9340341,0.06596589,0,70,3) common (21-100)
118,0.6551637,0.3448363,0,94,3) common (21-100)
119,0.7904302,0.20956981,0,123,4) very common (100+)
120,0.35816902,0.641831,0,33,3) common (21-100)
121,0.64412683,0.35587317,1,0,1) very rare (1-5)
122,0.46800262,0.5319974,1,0,1) very rare (1-5)
123,0.9264469,0.073553085,0,700,4) very common (100+)
124,0.5649309,0.43506908,1,37,3) common (21-100)
125,0.741362,0.25863802,0,52,3) common (21-100)
126,0.5537121,0.44628787,1,0,1) very rare (1-5)
127,0.28564298,0.714357,1,2,1) very rare (1-5)
128,0.22205432,0.7779457,1,0,1) very rare (1-5)
129,0.308589,0.691411,0,106,4) very common (100+)
130,0.89903504,0.10096496,1,11,2) rare (6-20)
131,0.30624312,0.6937569,1,2,1) very rare (1-5)
132,0.9192305,0.08076948,0,6,2) rare (6-20)
133,0.7527188,0.2472812,0,1,1) very rare (1-5)
134,0.9939615,0.006038487,0,274,4) very common (100+)
135,0.1150694,0.8849306,1,0,1) very rare (1-5)
136,0.82522607,0.17477393,0,78,3) common (21-100)
137,0.6301923,0.36980772,1,0,1) very rare (1-5)
138,0.7275072,0.27249283,0,1290,4) very common (100+)
139,0.63696027,0.36303973,1,1070,4) very common (100+)
140,0.9802822,0.019717813,0,343,4) very common (100+)
141,0.9183374,0.081662595,0,74,3) common (21-100)
142,0.59484446,0.40515554,0,66,3) common (21-100)
143,0.43152758,0.5684724,1,2,1) very rare (1-5)
144,0.20721063,0.79278934,1,13,2) rare (6-20)
145,0.7877243,0.21227568,0,5,1) very rare (1-5)
146,0.49032584,0.5096742,1,166,4) very common (100+)
147,0.015148661,0.98485136,1,3,1) very rare (1-5)
148,0.18031006,0.8196899,0,1,1) very rare (1-5)
149,0.57400566,0.42599434,0,33,3) common (21-100)
150,0.87440467,0.12559533,0,178,4) very common (100+)
151,0.46150523,0.53849477,0,5,1) very rare (1-5)
152,0.7326286,0.26737142,0,1290,4) very common (100+)
153,0.035290617,0.9647094,1,33,3) common (21-100)
154,0.027245143,0.97275484,1,0,1) very rare (1-5)
155,0.2778125,0.7221875,0,33,3) common (21-100)
156,0.922209,0.077790976,0,9,2) rare (6-20)
157,0.76394445,0.23605555,1,8,2) rare (6-20)
158,0.96563673,0.03436327,0,39,3) common (21-100)
159,0.19830938,0.80169064,1,4,1) very rare (1-5)
160,0.47324428,0.5267557,0,10,2) rare (6-20)
161,0.093151994,0.906848,1,0,1) very rare (1-5)
162,0.13872357,0.86127645,1,76,3) common (21-100)
163,0.38639227,0.61360776,0,4,1) very rare (1-5)
164,0.0629386,0.9370614,1,160,4) very common (100+)
165,0.059479546,0.94052047,0,4,1) very rare (1-5)
166,0.87470764,0.12529236,1,7,2) rare (6-20)
167,0.120176665,0.8798233,1,4,1) very rare (1-5)
168,0.36275464,0.63724536,1,223,4) very common (100+)
169,0.708434,0.291566,0,8,2) rare (6-20)
170,0.4348171,0.5651829,1,0,1) very rare (1-5)
171,0.14264238,0.8573576,1,26,3) common (21-100)
172,0.6777086,0.32229137,0,1290,4) very common (100+)
173,0.8634604,0.13653958,0,105,4) very common (100+)
174,0.3469346,0.65306544,1,1,1) very rare (1-5)
175,0.20200084,0.79799914,1,2,1) very rare (1-5)
