mol_idx,top_score,uq,error,frequency,tier
0,0.95336163,0.04663837,0,74,3) common (21-100)
1,0.10573889,0.8942611,0,0,1) very rare (1-5)
2,0.88338184,0.11661816,0,74,3) common (21-100)
3,0.42028093,0.57971907,1,0,1) very rare (1-5)
4,0.04514123,0.9548588,1,0,1) very rare (1-5)
5,0.69511247,0.30488753,0,7,2) rare (6-20)
6,0.34200945,0.6579906,0,2,1) very rare (1-5)
7,0.85774845,0.14225155,0,23,3) common (21-100)
8,0.72460186,0.27539814,1,4,1) very rare (1-5)
9,0.1455453,0.8544547,1,0,1) very rare (1-5)
10,0.06660741,0.9333926,1,0,1) very rare (1-5)
11,0.8310387,0.16896129,0,3,1) very rare (1-5)
12,0.060383122,0.93961686,1,0,1) very rare (1-5)
13,0.7837028,0.21629721,1,0,1) very rare (1-5)
14,0.8530046,0.14699543,0,1,1) very rare (1-5)
15,0.55217,0.44783002,1,6,2) rare (6-20)
16,0.5921188,0.4078812,0,5,1) very rare (1-5)
17,0.88774455,0.112255454,0,74,3) common (21-100)
18,0.9112427,0.08875728,1,2,1) very rare (1-5)
19,0.8975955,0.102404475,0,3,1) very rare (1-5)
20,0.07863468,0.9213653,1,0,1) very rare (1-5)
21,0.64208835,0.35791165,0,74,3) common (21-100)
22,0.17277338,0.82722664,1,0,1) very rare (1-5)
23,0.7159785,0.2840215,1,14,2) rare (6-20)
24,0.71038234,0.28961766,0,108,4) very common (100+)
25,0.5942626,0.4057374,0,145,4) very common (100+)
26,0.1033526,0.8966474,1,7,2) rare (6-20)
27,0.26808703,0.731913,1,20,2) rare (6-20)
28,0.306757,0.693243,0,10,2) rare (6-20)
29,0.5661759,0.43382412,1,0,1) very rare (1-5)
30,0.3091567,0.69084334,0,7,2) rare (6-20)
31,0.82703763,0.17296237,1,43,3) common (21-100)
32,0.19494799,0.80505204,1,1,1) very rare (1-5)
33,0.82743865,0.17256135,0,6,2) rare (6-20)
34,0.1173415,0.8826585,1,31,3) common (21-100)
35,0.103917345,0.89608264,1,0,1) very rare (1-5)
36,0.16113132,0.8388687,1,0,1) very rare (1-5)
37,0.68558633,0.31441367,1,3,1) very rare (1-5)
38,0.19735211,0.8026479,1,2,1) very rare (1-5)
39,0.60415375,0.39584625,1,84,3) common (21-100)
40,0.30171603,0.698284,1,0,1) very rare (1-5)
41,0.07039127,0.9296087,1,0,1) very rare (1-5)
42,0.24769555,0.75230443,1,2,1) very rare (1-5)
43,0.77699816,0.22300184,0,3,1) very rare (1-5)
44,0.057820983,0.942179,1,1,1) very rare (1-5)
45,0.6570326,0.3429674,1,0,1) very rare (1-5)
46,0.8915918,0.10840821,0,36,3) common (21-100)
47,0.19127132,0.8087287,1,3,1) very rare (1-5)
48,0.026271533,0.9737285,1,1,1) very rare (1-5)
49,0.054514516,0.9454855,0,0,1) very rare (1-5)
50,0.32868898,0.671311,1,8,2) rare (6-20)
51,0.8349293,0.16507071,1,2,1) very rare (1-5)
52,0.84872925,0.15127075,1,5,1) very rare (1-5)
53,0.37716752,0.6228325,1,44,3) common (21-100)
54,0.06676927,0.93323076,1,0,1) very rare (1-5)
55,0.25158334,0.74841666,1,3,1) very rare (1-5)
56,0.7427949,0.25720513,1,1,1) very rare (1-5)
57,0.2650398,0.7349602,1,274,4) very common (100+)
58,0.05663853,0.94336146,1,14,2) rare (6-20)
59,0.6744973,0.3255027,1,2,1) very rare (1-5)
60,0.33534425,0.66465575,0,1,1) very rare (1-5)
61,0.45459914,0.54540086,1,2,1) very rare (1-5)
62,0.317045,0.682955,1,123,4) very common (100+)
63,0.08420265,0.91579735,1,1,1) very rare (1-5)
64,0.44486022,0.5551398,1,30,3) common (21-100)
65,0.92324543,0.07675457,0,15,2) rare (6-20)
66,0.6595733,0.34042668,0,6,2) rare (6-20)
67,0.3972546,0.6027454,0,13,2) rare (6-20)
68,0.9889781,0.011021912,0,274,4) very common (100+)
69,0.4424775,0.55752254,1,0,1) very rare (1-5)
70,0.52332276,0.47667724,0,5,1) very rare (1-5)
71,0.49109375,0.50890625,0,14,2) rare (6-20)
72,0.23653933,0.76346064,1,2,1) very rare (1-5)
73,0.63404465,0.36595535,1,142,4) very common (100+)
74,0.06162286,0.93837714,1,0,1) very rare (1-5)
75,0.286724,0.713276,1,81,3) common (21-100)
76,0.48425958,0.5157404,1,30,3) common (21-100)
77,0.43440962,0.5655904,1,4,1) very rare (1-5)
78,0.2005932,0.79940677,1,2,1) very rare (1-5)
79,0.59426147,0.40573853,1,1070,4) very common (100+)
80,0.5060018,0.49399823,1,1,1) very rare (1-5)
81,0.103772,0.896228,1,0,1) very rare (1-5)
82,0.04121832,0.95878166,0,3,1) very rare (1-5)
83,0.82947403,0.17052597,1,1290,4) very common (100+)
84,0.26904535,0.73095465,1,1,1) very rare (1-5)
85,0.3649188,0.6350812,1,19,2) rare (6-20)
86,0.4066583,0.5933417,1,75,3) common (21-100)
87,0.013359968,0.98664004,1,24,3) common (21-100)
88,0.057215244,0.9427848,1,0,1) very rare (1-5)
89,0.5807669,0.41923308,0,106,4) very common (100+)
90,0.52431697,0.47568303,0,81,3) common (21-100)
91,0.41751963,0.5824804,0,2,1) very rare (1-5)
92,0.35835055,0.6416495,1,6,2) rare (6-20)
93,0.9527161,0.047283888,1,146,4) very common (100+)
94,0.85762006,0.14237994,1,3,1) very rare (1-5)
95,0.8662168,0.13378322,0,1290,4) very common (100+)
96,0.25200564,0.74799436,1,26,3) common (21-100)
97,0.02769165,0.97230834,1,15,2) rare (6-20)
98,0.12739225,0.87260777,1,107,4) very common (100+)
99,0.8998053,0.10019469,1,1070,4) very common (100+)
100,0.29950392,0.7004961,0,96,3) common (21-100)
101,0.17033482,0.8296652,1,1,1) very rare (1-5)
102,0.5806002,0.4193998,0,118,4) very common (100+)
103,0.34640852,0.6535915,0,0,1) very rare (1-5)
104,0.8832622,0.11673778,1,54,3) common (21-100)
105,0.8366552,0.1633448,0,1290,4) very common (100+)
106,0.99888223,0.0011177659,0,89,3) common (21-100)
107,0.09163988,0.9083601,1,20,2) rare (6-20)
108,0.88674617,0.11325383,0,66,3) common (21-100)
109,0.20709199,0.792908,0,9,2) rare (6-20)
110,0.98305446,0.01694554,1,89,3) common (21-100)
111,0.35029548,0.6497045,1,16,2) rare (6-20)
112,0.107087724,0.89291227,1,0,1) very rare (1-5)
113,0.47378272,0.5262173,0,43,3) common (21-100)
114,0.3058173,0.6941827,1,111,4) very common (100+)
115,0.7596882,0.2403118,0,145,4) very common (100+)
116,0.009556441,0.9904436,1,1,1) very rare (1-5)
117,0.930005,0.069994986,0,70,3) common (21-100)
118,0.39587146,0.60412854,0,94,3) common (21-100)
119,0.8479649,0.15203512,0,123,4) very common (100+)
120,0.22857958,0.7714204,1,33,3) common (21-100)
121,0.5715421,0.42845792,1,0,1) very rare (1-5)
122,0.41994625,0.58005375,1,0,1) very rare (1-5)
123,0.99053395,0.009466052,0,700,4) very common (100+)
124,0.39451912,0.6054809,0,37,3) common (21-100)
125,0.8971146,0.102885425,0,52,3) common (21-100)
126,0.6598697,0.34013033,1,0,1) very rare (1-5)
127,0.2916925,0.7083075,1,2,1) very rare (1-5)
128,0.15703842,0.84296155,0,0,1) very rare (1-5)
129,0.26623687,0.7337631,0,106,4) very common (100+)
130,0.8870313,0.11296868,1,11,2) rare (6-20)
131,0.70845544,0.29154456,1,2,1) very rare (1-5)
132,0.79955506,0.20044494,0,6,2) rare (6-20)
133,0.79935604,0.20064396,0,1,1) very rare (1-5)
134,0.99152935,0.0084706545,0,274,4) very common (100+)
