mol_idx,top_score,uq,error,frequency,tier
0,0.869288,0.13071197,0,74,3) common (21-100)
1,0.13118403,0.86881596,0,0,1) very rare (1-5)
2,0.959237,0.04076302,0,74,3) common (21-100)
3,0.24416451,0.7558355,1,0,1) very rare (1-5)
4,0.032710884,0.9672891,1,0,1) very rare (1-5)
5,0.6216223,0.37837768,0,7,2) rare (6-20)
6,0.36240333,0.63759667,0,2,1) very rare (1-5)
7,0.8212897,0.17871028,0,23,3) common (21-100)
8,0.5672146,0.4327854,1,4,1) very rare (1-5)
9,0.03557946,0.96442056,1,0,1) very rare (1-5)
10,0.07055354,0.92944646,1,0,1) very rare (1-5)
11,0.51179844,0.48820156,0,3,1) very rare (1-5)
12,0.074825734,0.92517424,1,0,1) very rare (1-5)
13,0.8631516,0.13684839,1,0,1) very rare (1-5)
14,0.9100955,0.08990449,0,1,1) very rare (1-5)
15,0.34657922,0.6534208,1,6,2) rare (6-20)
16,0.45906574,0.54093426,0,5,1) very rare (1-5)
17,0.9611879,0.0388121,0,74,3) common (21-100)
18,0.9065098,0.09349018,1,2,1) very rare (1-5)
19,0.8605013,0.13949871,0,3,1) very rare (1-5)
20,0.10718138,0.8928186,1,0,1) very rare (1-5)
21,0.90655684,0.093443155,0,74,3) common (21-100)
22,0.3294937,0.6705063,1,0,1) very rare (1-5)
23,0.6133534,0.38664663,1,14,2) rare (6-20)
24,0.52849776,0.47150224,0,108,4) very common (100+)
25,0.57096887,0.42903113,1,145,4) very common (100+)
26,0.32149163,0.6785084,1,7,2) rare (6-20)
27,0.20292325,0.79707676,1,20,2) rare (6-20)
28,0.32018176,0.6798183,0,10,2) rare (6-20)
29,0.2619066,0.7380934,1,0,1) very rare (1-5)
30,0.47428942,0.5257106,0,7,2) rare (6-20)
31,0.7146556,0.28534442,1,43,3) common (21-100)
32,0.19419563,0.8058044,1,1,1) very rare (1-5)
33,0.6449796,0.3550204,0,6,2) rare (6-20)
34,0.080200076,0.9197999,1,31,3) common (21-100)
35,0.1364671,0.8635329,1,0,1) very rare (1-5)
36,0.15221256,0.84778744,1,0,1) very rare (1-5)
37,0.5716143,0.42838567,1,3,1) very rare (1-5)
38,0.5099067,0.4900933,1,2,1) very rare (1-5)
39,0.68804705,0.31195295,0,84,3) common (21-100)
40,0.1184256,0.8815744,1,0,1) very rare (1-5)
41,0.13833727,0.86166275,1,0,1) very rare (1-5)
42,0.4762629,0.5237371,1,2,1) very rare (1-5)
43,0.24809074,0.75190926,0,3,1) very rare (1-5)
44,0.04704805,0.95295197,1,1,1) very rare (1-5)
45,0.57921976,0.42078024,1,0,1) very rare (1-5)
46,0.7578161,0.24218392,0,36,3) common (21-100)
47,0.28662896,0.71337104,1,3,1) very rare (1-5)
48,0.04464435,0.95535564,1,1,1) very rare (1-5)
49,0.07438904,0.92561096,0,0,1) very rare (1-5)
50,0.14528276,0.85471725,1,8,2) rare (6-20)
51,0.928107,0.07189298,1,2,1) very rare (1-5)
52,0.85276693,0.14723307,1,5,1) very rare (1-5)
53,0.81086177,0.18913823,1,44,3) common (21-100)
54,0.124526985,0.875473,1,0,1) very rare (1-5)
55,0.19950154,0.8004985,1,3,1) very rare (1-5)
56,0.75625724,0.24374276,1,1,1) very rare (1-5)
57,0.46809673,0.53190327,0,274,4) very common (100+)
