mol_idx,top_score,uq,error,frequency,tier
0,0.89473426,0.10526574,0,74,3) common (21-100)
1,0.090754576,0.90924543,0,0,1) very rare (1-5)
2,0.8827059,0.11729407,0,74,3) common (21-100)
3,0.1693827,0.8306173,1,0,1) very rare (1-5)
4,0.06189206,0.93810797,1,0,1) very rare (1-5)
5,0.33641884,0.66358113,0,7,2) rare (6-20)
6,0.6181336,0.3818664,0,2,1) very rare (1-5)
7,0.8078799,0.19212008,0,23,3) common (21-100)
8,0.57419276,0.42580724,1,4,1) very rare (1-5)
9,0.1496347,0.8503653,1,0,1) very rare (1-5)
10,0.1046076,0.8953924,1,0,1) very rare (1-5)
11,0.8329598,0.16704023,0,3,1) very rare (1-5)
12,0.06530811,0.9346919,1,0,1) very rare (1-5)
13,0.35323605,0.6467639,1,0,1) very rare (1-5)
14,0.8155057,0.18449432,0,1,1) very rare (1-5)
15,0.6651359,0.33486408,1,6,2) rare (6-20)
16,0.6172283,0.38277167,0,5,1) very rare (1-5)
17,0.96607035,0.033929646,0,74,3) common (21-100)
18,0.93338984,0.06661016,1,2,1) very rare (1-5)
19,0.6614443,0.3385557,0,3,1) very rare (1-5)
20,0.093790255,0.90620977,1,0,1) very rare (1-5)
21,0.6729141,0.3270859,0,74,3) common (21-100)
22,0.12357064,0.8764294,1,0,1) very rare (1-5)
23,0.7913329,0.2086671,1,14,2) rare (6-20)
24,0.7330171,0.2669829,0,108,4) very common (100+)
25,0.6924721,0.3075279,0,145,4) very common (100+)
26,0.20484851,0.7951515,0,7,2) rare (6-20)
27,0.15216954,0.8478305,1,20,2) rare (6-20)
28,0.2994588,0.7005412,0,10,2) rare (6-20)
29,0.20348428,0.7965157,1,0,1) very rare (1-5)
30,0.7749605,0.22503948,0,7,2) rare (6-20)
31,0.7731608,0.22683918,1,43,3) common (21-100)
32,0.17245737,0.82754266,1,1,1) very rare (1-5)
33,0.6927001,0.3072999,0,6,2) rare (6-20)
34,0.113095805,0.8869042,1,31,3) common (21-100)
35,0.12231816,0.87768185,1,0,1) very rare (1-5)
36,0.25851262,0.7414874,1,0,1) very rare (1-5)
37,0.5700021,0.42999792,1,3,1) very rare (1-5)
38,0.1582717,0.8417283,1,2,1) very rare (1-5)
39,0.5041456,0.49585438,1,84,3) common (21-100)
40,0.15893203,0.84106797,1,0,1) very rare (1-5)
41,0.049490828,0.9505092,1,0,1) very rare (1-5)
42,0.3061372,0.6938628,1,2,1) very rare (1-5)
43,0.39365897,0.606341,0,3,1) very rare (1-5)
44,0.08723769,0.9127623,1,1,1) very rare (1-5)
45,0.5458961,0.4541039,1,0,1) very rare (1-5)
46,0.32123098,0.678769,0,36,3) common (21-100)
47,0.21877947,0.78122056,1,3,1) very rare (1-5)
48,0.05290344,0.9470966,1,1,1) very rare (1-5)
49,0.06290347,0.93709654,1,0,1) very rare (1-5)
50,0.14349152,0.8565085,1,8,2) rare (6-20)
51,0.6236462,0.3763538,1,2,1) very rare (1-5)
52,0.5820509,0.41794908,1,5,1) very rare (1-5)
