mol_idx,top_score,uq,error,frequency,tier
0,0.08216679,0.9178332,1,0,1) very rare (1-5)
1,0.056588907,0.9434111,1,0,1) very rare (1-5)
2,0.7496343,0.25036567,1,0,1) very rare (1-5)
3,0.3116824,0.6883176,1,0,1) very rare (1-5)
4,0.2512984,0.7487016,1,0,1) very rare (1-5)
5,0.36399347,0.63600653,1,0,1) very rare (1-5)
6,0.057859734,0.9421403,1,0,1) very rare (1-5)
7,0.07765717,0.92234284,1,0,1) very rare (1-5)
8,0.422148,0.577852,1,0,1) very rare (1-5)
9,0.6689817,0.33101833,1,0,1) very rare (1-5)
10,0.35177672,0.6482233,1,0,1) very rare (1-5)
11,0.098252684,0.90174735,1,0,1) very rare (1-5)
12,0.5039432,0.4960568,1,0,1) very rare (1-5)
13,0.039415643,0.96058434,1,0,1) very rare (1-5)
14,0.23678172,0.7632183,1,0,1) very rare (1-5)
15,0.8917201,0.108279884,1,0,1) very rare (1-5)
16,0.015411721,0.98458827,1,0,1) very rare (1-5)
17,0.15388237,0.8461176,1,0,1) very rare (1-5)
18,0.4728044,0.5271956,1,0,1) very rare (1-5)
19,0.081331916,0.9186681,1,0,1) very rare (1-5)
20,0.7794909,0.22050911,1,0,1) very rare (1-5)
21,0.044631965,0.95536804,1,0,1) very rare (1-5)
22,0.094339654,0.90566033,1,0,1) very rare (1-5)
23,0.17637801,0.823622,1,0,1) very rare (1-5)
24,0.11162906,0.88837093,1,0,1) very rare (1-5)
25,0.056212153,0.9437879,1,0,1) very rare (1-5)
26,0.011569006,0.988431,1,0,1) very rare (1-5)
27,0.111629434,0.8883706,1,0,1) very rare (1-5)
28,0.03564109,0.9643589,1,0,1) very rare (1-5)
29,0.08929617,0.91070384,1,0,1) very rare (1-5)
30,0.11552428,0.8844757,1,0,1) very rare (1-5)
31,0.18094249,0.8190575,1,0,1) very rare (1-5)
32,0.048845913,0.9511541,1,0,1) very rare (1-5)
33,0.18300466,0.8169953,1,0,1) very rare (1-5)
34,0.081131,0.918869,1,0,1) very rare (1-5)
35,0.04548366,0.95451635,1,0,1) very rare (1-5)
36,0.033059053,0.96694094,1,0,1) very rare (1-5)
37,0.04053335,0.95946664,1,0,1) very rare (1-5)
38,0.60550654,0.39449346,1,0,1) very rare (1-5)
39,0.49227032,0.50772965,1,0,1) very rare (1-5)
